ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level,Role
Player 3213,6,22,21,0,12,1
Player 7628,7,19,93,4,41,0
Player 5083,12,23,188,5,64,1
Player 8234,7,1,149,0,16,1
Player 3342,21,10,51,3,68,1
Player 2283,16,17,31,1,52,0
Player 3999,18,20,71,2,63,1
Player 6840,19,20,146,4,79,2
Player 7717,19,12,182,5,15,0
Player 6006,23,3,86,5,36,4
Player 7863,23,10,51,5,0,0
Player 8139,6,8,123,3,99,4
Player 1936,21,12,98,4,73,2
Player 6615,20,11,19,3,80,1
Player 6465,15,8,186,0,17,3
Player 3332,16,11,105,2,82,0
Player 3676,6,6,159,4,69,2
Player 6999,23,14,57,0,5,4
Player 8188,14,16,85,1,61,2
Player 6873,10,13,174,2,81,2
Player 7057,2,16,157,1,97,0
Player 7008,6,5,59,2,20,2
Player 297,19,20,117,2,12,2
Player 2189,19,23,128,2,73,4
Player 5010,20,9,29,2,0,1
Player 1323,15,18,200,2,46,2
Player 2364,5,16,27,0,2,3
Player 9299,6,6,26,1,71,3
Player 9856,17,20,78,2,90,4
Player 7682,14,13,6,0,35,3
Player 3371,16,10,88,3,67,3
Player 5881,0,22,162,2,69,0
Player 3838,21,18,191,4,18,1
Player 9284,2,8,49,4,72,2
Player 1773,17,12,196,0,39,3
Player 5517,18,7,107,1,88,2
Player 2127,14,14,100,2,65,0
Player 4204,0,12,66,3,21,0
Player 696,5,16,99,1,16,3
Player 7572,4,0,170,3,79,1
Player 5890,22,0,126,2,53,3
Player 1992,0,14,122,3,97,0
Player 2855,15,10,163,3,59,3
Player 1763,22,2,24,5,76,3
Player 7362,19,0,42,1,50,4
Player 4899,17,21,3,0,44,1
Player 997,12,22,111,5,62,4
Player 8212,7,5,96,0,30,1
Player 7973,7,13,58,1,53,4
Player 3169,15,13,67,2,28,2
Player 7807,23,14,87,4,0,2
Player 6666,0,7,113,0,50,1
Player 6758,17,15,136,4,86,0
Player 2469,20,24,91,2,94,2
Player 6154,11,13,105,1,1,0
Player 3450,6,23,53,4,86,0
Player 397,10,21,36,1,26,3
Player 4779,14,21,8,0,52,1
Player 4731,21,14,182,4,2,1
Player 7642,14,6,87,1,37,2
Player 6204,19,21,191,2,79,0
Player 4949,0,15,35,5,96,3
Player 757,3,24,200,4,3,1
Player 2996,2,16,103,1,27,2
Player 793,23,3,80,1,73,3
Player 1942,11,4,52,1,94,0
Player 4682,0,5,134,5,62,3
Player 608,13,4,117,2,58,1
Player 8252,22,23,160,0,26,2
Player 1240,14,10,193,1,86,4
Player 7108,3,5,14,5,85,2
Player 2665,0,7,5,4,91,1
Player 1068,5,4,174,1,90,4
Player 3395,8,8,109,1,6,0
Player 7376,22,17,88,1,86,1
Player 64,16,2,115,4,34,1
Player 9988,17,6,94,0,50,0
Player 6755,16,22,46,0,28,0
Player 939,17,19,114,1,50,3
Player 547,0,1,140,3,87,1
Player 3072,6,24,1,0,45,0
Player 1720,7,15,158,0,21,1
Player 989,20,7,96,5,16,4
Player 8193,21,2,47,3,47,2
Player 2463,22,14,135,2,22,2
Player 3608,19,6,15,4,12,1
Player 2505,8,0,46,2,32,2
Player 7984,11,11,182,4,86,4
Player 7879,19,12,81,2,80,0
Player 4343,11,17,35,3,60,3
Player 813,23,10,77,0,72,0
Player 8633,20,0,169,1,75,3
Player 6712,1,4,30,1,61,3
Player 5996,7,6,118,3,21,3
Player 7107,13,5,85,5,82,0
Player 1224,21,22,188,1,19,0
Player 8944,8,22,117,4,7,3
Player 5267,20,20,199,1,10,0
Player 5060,1,22,178,0,52,4
Player 2518,14,9,99,3,76,3
Player 931,1,24,39,5,33,0
Player 4988,9,24,53,0,94,3
Player 7867,18,13,39,2,46,1
Player 9312,4,0,101,1,62,3
Player 2432,8,11,44,3,7,2
Player 3785,9,20,106,5,5,2
Player 1439,20,10,97,0,62,4
Player 205,6,11,113,3,54,1
Player 8825,19,18,66,1,87,4
Player 6408,10,17,179,2,61,4
Player 9895,6,12,122,3,34,2
Player 6960,1,21,41,5,63,3
Player 577,24,15,15,4,94,2
Player 2317,20,10,116,5,33,4
Player 1191,16,18,101,4,86,4
Player 9248,20,10,82,2,34,0
Player 2787,18,17,3,0,16,0
Player 9360,3,1,161,2,54,2
Player 4335,14,0,129,2,73,1
Player 6678,9,24,153,4,36,4
Player 6021,11,9,51,5,90,4
Player 3889,22,1,1,5,14,2
Player 9551,4,5,26,3,19,3
Player 4563,18,8,147,4,100,2
Player 115,0,2,98,5,55,0
Player 6779,20,0,139,5,11,0
Player 7416,11,5,160,4,88,2
Player 2494,17,14,28,1,26,2
Player 6458,19,16,145,4,1,1
Player 6494,12,24,173,1,12,4
Player 9650,14,17,2,1,5,4
Player 6855,24,9,89,0,75,2
Player 8683,18,21,1,0,70,0
Player 667,16,24,164,3,34,0
Player 2256,18,8,102,2,31,0
Player 5586,4,16,98,5,50,4
Player 519,19,10,181,1,13,1
Player 8249,9,12,111,5,78,3
Player 6150,20,9,157,2,39,4
Player 6740,6,4,124,4,29,1
Player 8310,21,10,134,1,33,3
Player 8925,24,22,161,3,13,4
Player 9165,20,1,79,4,19,2
Player 3327,12,6,155,1,52,3
Player 4256,3,6,94,0,82,4
Player 8251,8,7,107,1,31,4
Player 1814,4,24,174,3,82,1
Player 5268,12,20,5,1,13,3
Player 922,21,3,22,5,66,2
Player 2147,14,1,200,1,4,0
Player 2767,7,20,189,4,87,4
Player 6123,13,18,98,4,1,3
Player 225,24,19,79,5,83,0
Player 5475,18,0,44,3,88,0
Player 2170,8,1,134,2,99,3
Player 7556,22,9,42,0,25,0
Player 104,17,13,84,4,13,2
Player 1053,7,19,143,1,95,2
Player 8052,24,20,84,3,13,2
Player 7795,16,18,63,3,37,2
Player 1013,17,10,70,3,97,1
Player 7356,17,10,51,2,43,1
Player 8196,13,5,170,5,30,3
Player 9144,22,13,12,4,38,2
Player 5499,22,0,173,3,25,0
Player 6736,13,2,180,0,66,3
Player 7802,14,4,18,4,74,2
Player 8241,8,12,170,0,64,3
Player 3910,2,22,115,3,70,2
Player 1569,14,9,181,2,90,1
Player 9394,11,7,18,5,99,0
Player 4861,4,24,132,1,30,3
Player 7164,23,23,59,5,35,0
Player 9618,15,20,188,2,42,1
Player 8997,9,18,55,5,71,3
Player 8874,2,10,97,1,69,4
Player 3476,1,3,100,1,34,2
Player 631,6,18,106,4,1,4
Player 4779,14,21,8,0,52,1
Player 3630,2,6,188,3,42,0
Player 2028,9,2,20,1,20,1
Player 2663,17,9,118,5,23,1
Player 595,4,22,56,5,23,3
Player 9626,13,10,95,1,54,4
Player 228,22,20,146,5,25,3
Player 6550,1,3,175,5,83,0
Player 1593,3,2,191,4,44,4
Player 4443,6,10,35,2,7,2
Player 7409,2,7,105,3,4,1
Player 2962,18,7,160,5,32,4
Player 1406,17,23,200,1,69,2
Player 5827,7,13,184,2,48,3
Player 7884,11,13,31,5,60,1
Player 2234,7,23,195,3,82,2
Player 5678,24,6,195,1,64,2
Player 2213,5,22,23,5,47,2
Player 7630,6,24,179,1,7,3
Player 4166,9,14,164,2,65,2
Player 8762,2,7,44,0,41,3
Player 1170,2,9,164,2,68,0
Player 5785,11,6,158,1,33,1
Player 5814,11,19,100,5,100,4
Player 2814,14,6,22,5,20,4
Player 8209,9,18,14,5,15,3
Player 3030,4,15,54,0,6,2
Player 7993,16,22,159,4,57,2
Player 3594,17,12,150,4,89,2
Player 3770,4,6,23,3,82,0
Player 7916,3,8,190,0,98,3
Player 7634,13,17,179,2,25,0
Player 26,7,12,172,1,1,0
Player 5734,19,20,169,1,49,2
Player 4731,21,14,182,4,2,1
Player 3247,13,18,145,1,98,0
Player 2927,9,18,102,2,5,4
Player 6985,23,2,189,2,14,4
Player 3738,1,8,116,4,18,0
Player 6629,10,23,40,4,56,2
Player 6967,7,12,144,2,45,2
Player 1374,21,2,148,5,15,3
Player 5197,18,4,133,4,71,1
Player 4780,6,9,66,0,7,4
Player 440,8,3,55,2,32,1
Player 7498,24,19,101,0,8,4
Player 2593,5,13,12,3,13,2
Player 4677,1,10,49,5,23,1
Player 2071,5,24,48,0,70,3
Player 225,24,19,79,5,83,0
Player 2341,0,7,13,0,25,4
Player 3397,10,3,112,5,99,1
Player 2095,16,5,63,1,36,0
Player 3351,8,15,32,5,72,0
Player 5365,14,21,184,3,39,1
Player 898,15,3,33,2,28,4
Player 7211,13,6,81,5,10,0
Player 1564,21,11,108,2,96,3
Player 2459,13,1,93,4,66,4
Player 2253,8,12,2,3,53,4
Player 561,22,22,56,1,99,2
Player 2034,22,20,96,2,36,1
Player 5966,7,8,144,4,63,0
Player 1251,4,5,53,1,58,3
Player 3494,16,21,25,3,70,4
Player 8506,6,11,74,3,17,3
Player 6122,10,1,198,4,88,4
Player 3443,19,6,59,4,26,4
Player 9549,16,24,27,0,73,2
Player 1493,4,2,86,3,37,2
Player 9536,24,22,39,3,70,2
Player 6350,0,4,59,4,85,2
Player 7989,21,19,144,4,41,0
Player 7902,11,9,65,5,98,1
Player 9355,21,17,145,1,72,2
Player 8048,22,18,7,1,62,4
Player 7029,4,4,107,0,43,1
Player 4089,0,16,6,1,72,2
Player 2528,22,16,189,3,37,3
Player 1674,24,19,109,1,72,2
Player 9990,18,1,51,4,98,3
Player 577,24,15,15,4,94,2
Player 1185,16,21,19,1,74,0
Player 832,22,23,110,3,2,4
Player 2514,8,16,12,1,57,4
Player 1878,21,21,151,5,70,4
Player 2851,23,14,115,2,38,4
Player 3515,15,18,29,1,22,2
Player 7144,20,16,82,4,43,0
Player 5627,8,17,54,4,76,0
Player 4310,13,11,126,1,31,1
Player 9482,22,5,3,4,6,0
Player 9965,14,21,61,0,24,3
Player 3349,24,15,101,2,27,2
Player 39,19,0,64,0,97,4
Player 2798,16,0,9,4,84,0
Player 308,18,10,153,0,50,4
Player 8123,9,9,181,2,79,0
Player 6517,2,7,157,4,58,1
Player 7879,19,12,81,2,80,0
Player 6906,11,15,58,5,59,3
Player 9910,19,6,41,4,95,1
Player 785,10,3,50,0,71,4
Player 1540,1,13,2,1,89,3
Player 1978,15,10,32,2,16,0
Player 9361,13,8,3,4,70,0
Player 27,20,9,161,1,90,3
Player 7317,4,4,74,3,65,2
Player 9818,2,7,114,0,68,3
Player 3876,21,11,52,2,70,2
Player 5505,17,11,4,4,82,3
Player 1461,11,4,122,0,78,3
Player 6736,13,2,180,0,66,3
Player 2273,4,3,108,1,29,4
Player 5039,1,3,6,5,16,4
Player 9258,12,15,18,0,71,1
Player 5842,2,1,180,0,61,3
Player 3534,1,0,4,3,69,4
Player 295,7,12,41,5,60,0
Player 6239,6,3,116,1,20,4
Player 2938,18,16,181,1,98,0
Player 9349,5,23,108,4,91,0
Player 8227,5,10,168,4,98,2
Player 9005,15,4,108,0,42,2
Player 8629,17,5,6,0,76,4
Player 5665,17,22,165,2,35,4
Player 5943,6,5,79,5,6,3
Player 1830,16,11,118,1,83,3
Player 1053,7,19,143,1,95,2
Player 3643,6,2,176,4,25,4
Player 5833,3,14,86,5,99,2
Player 4973,11,1,179,4,33,2
Player 5576,8,19,17,0,38,3
Player 2496,2,22,15,2,87,2
Player 6911,11,0,110,5,21,1
Player 4942,23,5,11,3,43,2
Player 631,6,18,106,4,1,4
Player 2616,22,7,16,0,42,4
Player 8858,23,5,158,2,54,1
Player 7462,17,3,21,4,69,4
Player 1385,12,24,192,1,82,2
Player 5059,9,24,9,1,81,1
Player 991,21,14,114,5,87,0
Player 5779,3,14,67,0,73,3
Player 1160,19,20,49,0,72,0
Player 4544,18,3,136,3,58,2
Player 8387,13,1,77,5,3,0
Player 3625,14,16,94,5,59,1
Player 8079,5,21,81,0,21,3
Player 5249,15,21,39,3,21,2
Player 3720,8,15,121,4,89,4
Player 1787,8,7,183,5,54,4
Player 9812,12,14,166,5,18,3
Player 7879,19,12,81,2,80,0
Player 6140,17,12,85,3,4,1
Player 7716,8,15,38,2,51,3
Player 3159,19,13,21,2,48,2
Player 3891,19,9,54,2,98,1
Player 1963,23,14,122,2,70,1
Player 8361,12,16,107,4,96,0
Player 7854,7,5,177,3,20,1
Player 4001,23,14,90,5,24,1
Player 4964,15,7,154,1,20,0
Player 4405,0,6,194,5,78,0
Player 8922,13,7,192,2,69,3
Player 9988,17,6,94,0,50,0
Player 6599,0,23,91,2,46,3
Player 5607,24,2,133,2,5,2
Player 7255,0,19,114,1,93,4
Player 5985,17,15,156,2,48,3
Player 4127,11,4,126,5,97,2
Player 1654,22,13,69,1,15,0
Player 3334,8,21,173,0,67,2
Player 9844,6,14,179,3,49,2
Player 8186,2,17,75,1,75,3
Player 6370,16,24,129,2,90,0
Player 214,23,1,44,3,53,0
Player 1431,6,12,91,2,45,1
Player 9879,11,9,189,0,34,3
Player 5093,11,4,151,5,46,3
Player 2382,23,14,138,4,10,3
Player 157,9,19,188,2,54,2
Player 301,11,4,156,1,28,3
Player 1833,19,23,57,4,75,1
Player 8521,11,21,18,2,65,0
Player 7871,22,18,106,0,70,4
Player 6850,17,12,64,2,68,4
Player 389,22,5,171,2,77,0
Player 3801,5,3,48,4,13,3
Player 7625,7,7,140,4,13,3
Player 8254,21,22,50,4,38,2
Player 9568,6,17,197,3,3,3
Player 6872,10,7,62,4,78,1
Player 3985,16,0,103,0,98,2
Player 5121,18,15,108,4,34,4
Player 2697,19,23,8,5,38,0
Player 4949,0,15,35,5,96,3
Player 5160,23,10,113,4,21,1
Player 8371,10,2,98,1,65,4
Player 7722,18,23,138,3,58,2
Player 7572,4,0,170,3,79,1
Player 9136,21,7,73,3,31,3
Player 6919,4,0,177,5,84,1
Player 3192,14,15,162,0,90,0
Player 9177,16,23,41,3,15,3
Player 6239,6,3,116,1,20,4
Player 1688,5,5,6,2,18,2
Player 3366,2,2,146,4,39,1
Player 5609,23,15,77,4,52,2
Player 407,24,10,81,4,28,3
Player 8536,23,12,141,5,53,1
Player 3429,24,10,114,5,74,0
Player 9411,10,8,168,5,31,2
Player 8952,19,4,95,3,20,4
Player 7477,1,16,137,4,21,0
Player 6244,9,3,92,1,70,4
Player 3749,15,6,75,0,87,2
Player 5571,2,8,50,0,6,2
Player 8212,7,5,96,0,30,1
Player 182,20,16,29,1,28,2
Player 7997,3,19,139,0,83,0
Player 3919,7,11,180,3,15,4
Player 4253,21,4,153,4,97,0
Player 1096,15,4,108,3,55,0
Player 7611,7,5,15,3,74,0
Player 3608,19,6,15,4,12,1
Player 2154,2,24,59,5,84,3
Player 7735,24,6,16,5,8,0
Player 546,20,8,71,1,41,1
Player 2417,11,2,128,4,98,3
Player 5585,10,5,136,2,4,1
Player 8998,4,2,54,3,84,0
Player 5540,12,0,17,4,37,2
Player 8135,15,6,93,5,17,3
Player 4317,8,19,115,5,52,1
Player 8018,3,2,97,1,84,1
Player 9481,7,15,124,2,44,4
Player 6843,24,22,111,2,29,4
Player 6495,6,10,167,2,51,1
Player 4646,4,8,17,2,19,2
Player 3427,13,20,31,4,94,2
Player 2953,2,0,18,2,28,4
Player 6528,14,19,98,5,48,4
Player 9109,13,14,154,1,5,1
Player 5119,2,10,39,3,57,3
Player 3879,1,13,199,1,83,2
Player 3581,14,14,7,5,39,2
Player 3550,24,20,44,0,83,0
Player 7841,8,21,76,4,22,0
Player 3208,15,13,19,2,9,4
Player 5803,15,11,159,3,54,0
Player 4102,2,10,96,1,36,0
Player 5290,21,16,147,1,36,4
Player 8509,14,22,191,1,79,3
Player 2970,15,8,5,0,43,1
Player 6752,0,12,179,2,81,3
Player 8313,0,24,135,2,15,1
Player 9540,19,24,134,3,1,1
Player 6238,10,21,184,3,67,0
Player 2668,22,9,71,3,26,3
Player 2777,11,5,113,0,22,4
Player 5510,11,4,200,3,35,1
Player 2139,4,10,136,0,70,0
Player 7227,3,11,200,3,43,2
Player 5952,22,14,87,5,30,4
Player 5554,23,5,11,4,29,3
Player 7035,10,18,15,0,5,3
Player 5989,19,24,86,3,71,0
Player 7308,4,19,33,3,57,0
Player 9705,23,23,26,3,61,3
Player 3224,4,17,137,1,95,2
Player 742,22,8,126,0,96,1
Player 1419,18,18,188,4,0,0
Player 7480,23,23,25,2,56,3
Player 2974,1,23,72,3,77,3
Player 7463,11,2,73,0,5,3
Player 2033,3,4,149,3,98,0
Player 5434,5,15,17,2,53,1
Player 8931,15,4,129,1,40,1
Player 9175,10,15,111,4,39,2
Player 9905,15,22,35,0,6,0
Player 7180,12,12,41,4,54,3
Player 6600,17,5,140,4,78,2
Player 6286,5,24,34,4,24,0
Player 8300,13,13,59,0,0,0
Player 9030,9,17,143,5,67,2
Player 3136,17,10,143,5,20,2
Player 9332,12,21,158,3,99,0
Player 7683,13,2,193,5,94,3
Player 4526,2,9,9,2,40,0
Player 9148,16,10,58,4,32,0
Player 6186,8,7,81,0,23,3
Player 1137,15,3,71,3,48,3
Player 2048,9,12,72,5,23,3
Player 3499,8,14,57,5,14,0
Player 8287,9,4,173,3,95,3
Player 4081,7,20,186,5,45,4
Player 7709,20,16,90,5,18,2
Player 3092,6,12,100,5,48,0
Player 6963,0,18,86,4,46,1
Player 2366,16,23,91,0,56,2
Player 8327,3,9,128,3,44,2
Player 861,17,11,127,5,56,2
Player 1709,22,23,58,3,53,2
Player 7798,16,24,125,4,100,0
Player 8245,10,6,24,2,45,0
Player 9686,24,1,127,2,68,0
Player 3127,12,10,118,0,37,0
Player 3309,2,14,76,1,48,2
Player 120,10,23,86,5,22,3
Player 1965,15,24,47,4,53,3
Player 9064,15,23,103,5,34,1
Player 2228,0,3,131,2,70,4
Player 2138,4,12,31,0,19,3
Player 7311,11,12,121,2,21,2
Player 7296,8,2,23,4,9,3
Player 1870,15,2,49,2,21,3
Player 2095,16,5,63,1,36,0
Player 4242,11,7,54,3,26,1
Player 7671,16,18,65,2,41,0
Player 2501,14,5,191,2,43,4
Player 1337,18,13,62,4,95,2
Player 9815,22,2,198,0,56,1
Player 8538,7,16,123,1,9,0
Player 4751,6,23,14,5,1,1
Player 5675,3,13,124,5,93,3
Player 8676,2,9,2,3,58,1
Player 2415,10,16,77,4,76,2
Player 4974,10,10,131,2,76,0
Player 1102,7,21,75,4,91,4
Player 9106,23,4,23,0,87,1
Player 9812,12,14,166,5,18,3
Player 8737,8,3,80,4,71,2
Player 626,13,3,79,2,9,4
Player 9638,0,21,140,4,33,0
Player 5588,8,15,162,3,24,2
Player 6776,11,8,44,0,65,0
Player 7029,4,4,107,0,43,1
Player 2266,24,8,54,2,58,3
Player 560,22,6,26,0,27,4
Player 4234,16,12,13,0,35,0
Player 7217,2,24,197,3,49,4
Player 7166,8,23,119,4,32,0
Player 5589,8,5,134,3,9,1
Player 6453,15,9,177,2,76,2
Player 9143,17,20,20,1,48,3
Player 1890,24,1,4,5,40,2
Player 9108,4,20,132,3,4,1
Player 2294,19,12,191,4,1,3
Player 1192,21,1,118,4,38,4
Player 6428,16,15,62,2,33,2
Player 5603,3,18,84,2,65,3
Player 6583,13,16,49,2,90,0
Player 4766,11,6,43,0,4,1
Player 2642,15,21,46,2,1,1
Player 5662,4,5,10,4,77,4
Player 7202,6,22,6,3,37,1
Player 3816,20,9,92,4,66,1
Player 5049,13,0,129,2,84,0
Player 2410,14,0,191,0,10,0
Player 7864,2,0,121,0,57,1
Player 1640,21,17,199,1,18,0
Player 8441,2,10,183,0,42,4
Player 2435,22,20,154,3,63,1
Player 748,23,20,139,3,56,1
Player 1416,2,3,22,4,35,4
Player 9961,24,12,181,2,91,1
Player 7490,1,5,48,4,49,0
Player 4423,4,22,16,0,18,1
Player 4694,1,15,188,3,41,3
Player 9951,21,6,194,0,30,1
Player 7321,18,15,65,5,68,1
Player 455,5,6,68,3,66,4
Player 7027,12,24,77,1,60,3
Player 9969,23,18,101,2,74,3
Player 3708,17,7,182,1,83,4
Player 4202,4,17,21,2,91,0
Player 522,0,20,130,5,82,0
Player 9221,13,19,182,5,55,2
Player 1211,0,1,119,4,23,3
Player 1347,20,15,20,4,6,2
Player 9819,11,18,198,0,59,1
Player 8444,8,21,68,0,23,1
Player 9715,4,3,63,0,55,1
Player 6928,24,12,143,4,70,2
Player 3407,1,11,113,4,88,4
Player 8416,12,5,139,1,93,2
Player 2562,13,5,88,5,94,3
Player 8478,12,14,63,2,35,4
Player 7789,4,22,167,1,40,4
Player 1192,21,1,118,4,38,4
Player 2172,20,4,35,3,79,3
Player 8866,24,16,148,0,33,2
Player 4583,14,24,91,2,86,0
Player 8200,0,1,17,5,42,4
Player 9722,23,19,133,1,80,4
Player 8546,1,23,169,2,10,4
Player 6245,22,21,146,5,25,4
Player 8142,4,6,107,4,99,3
Player 7467,16,14,5,1,64,1
Player 9798,19,21,105,4,71,0
Player 9325,8,23,80,4,61,4
Player 6554,9,16,13,5,82,1
Player 4822,4,23,86,3,9,4
Player 5847,21,24,147,5,58,1
Player 1654,22,13,69,1,15,0
Player 3589,20,7,167,1,94,4
Player 3315,19,13,200,3,71,4
Player 5712,11,17,44,2,80,2
Player 961,21,17,166,1,32,0
Player 3193,10,20,40,3,14,0
Player 5306,0,15,29,4,63,0
Player 4486,15,5,93,1,98,4
Player 3532,3,8,29,3,73,0
Player 2467,5,22,63,2,34,1
Player 5833,3,14,86,5,99,2
Player 279,2,2,155,5,62,4
Player 8246,12,0,0,3,90,2
Player 5920,18,7,38,1,39,1
Player 2599,23,23,143,3,5,3
Player 5219,24,4,140,5,5,3
Player 9339,18,23,63,4,6,0
Player 9365,18,6,56,0,19,2
Player 379,7,16,14,1,37,0
Player 1954,18,16,64,4,7,0
Player 8769,22,15,19,5,97,1
Player 796,19,14,183,1,40,0
Player 915,1,2,1,1,97,4
Player 8769,22,15,19,5,97,1
Player 5973,17,12,177,5,72,2
Player 7824,15,1,106,2,19,3
Player 8182,1,9,149,1,16,1
Player 5773,20,17,19,0,24,2
Player 336,21,8,106,3,81,3
Player 6413,16,14,56,2,28,4
Player 5037,24,16,181,1,0,4
Player 5303,21,19,113,5,26,2
Player 5961,4,0,44,2,54,3
Player 739,20,9,151,1,55,0
Player 4874,9,24,133,2,78,4
Player 8040,4,19,65,0,83,3
Player 8682,10,14,160,1,58,4
Player 6649,19,10,6,3,88,0
Player 6908,13,3,197,0,13,2
Player 2984,16,22,158,3,14,1
Player 7972,7,7,55,2,81,3
Player 100,6,10,123,0,50,2
Player 7962,22,9,162,1,41,2
Player 4153,1,3,72,5,71,3
Player 5879,14,19,30,5,16,1
Player 1166,11,20,143,0,94,2
Player 4005,1,21,20,1,25,4
Player 5616,23,19,36,2,9,3
Player 3095,20,15,166,3,94,3
Player 7390,2,7,67,5,59,1
Player 5246,17,6,27,4,25,0
Player 4207,12,13,52,2,56,2
Player 4588,21,4,194,4,63,2
Player 4543,23,14,175,3,66,0
Player 1538,21,13,131,2,18,4
Player 6664,7,17,147,0,85,1
Player 5587,16,3,80,3,68,2
Player 6046,8,14,103,2,19,2
Player 6383,8,17,187,4,29,1
Player 293,11,2,145,4,58,2
Player 518,20,13,2,2,65,1
Player 8955,8,4,199,0,52,0
Player 4098,19,7,160,2,5,3
Player 7456,13,20,80,1,79,4
Player 4734,15,10,37,1,32,0
Player 5386,23,20,129,5,57,3
Player 978,1,5,71,1,83,0
Player 7470,8,6,59,1,65,0
Player 2485,23,7,144,3,53,4
Player 7699,21,4,23,0,3,2
Player 7623,1,16,92,1,47,2
Player 4548,13,19,121,1,79,4
Player 9400,18,16,61,0,69,0
Player 704,11,13,186,4,79,1
Player 3876,21,11,52,2,70,2
Player 4660,5,23,192,2,34,0
Player 3912,8,6,43,1,92,3
Player 8007,0,21,161,2,6,0
Player 8284,8,19,42,1,30,0
Player 2049,3,17,87,1,92,3
Player 2030,11,1,50,3,83,2
Player 7059,23,20,17,2,88,0
Player 6708,5,15,134,4,90,3
Player 4708,1,6,64,1,68,0
Player 9358,16,15,30,1,66,4
Player 7613,18,24,2,5,99,0
Player 6019,14,15,124,0,52,2
Player 9582,22,24,156,3,39,3
Player 8352,16,14,81,4,92,0
Player 4629,15,19,11,2,38,2
Player 5862,9,5,14,2,19,4
Player 254,8,22,35,4,13,0
Player 7776,1,7,52,4,64,1
Player 4332,22,24,38,5,59,4
Player 6600,17,5,140,4,78,2
Player 9331,6,20,132,2,88,1
Player 1503,17,8,102,0,60,4
Player 1869,16,0,35,4,77,1
Player 5464,7,12,199,4,98,0
Player 4094,8,7,153,2,2,4
Player 3372,5,3,86,0,3,2
Player 9815,22,2,198,0,56,1
Player 1551,0,8,105,5,17,3
Player 2061,18,7,190,2,89,3
Player 5282,8,4,42,2,75,2
Player 498,24,3,67,2,35,4
Player 3719,21,1,168,2,5,0
Player 6570,9,6,36,5,97,2
Player 6391,13,16,139,5,81,1
Player 209,12,8,111,5,3,1
Player 5875,14,21,17,2,60,4
Player 3306,7,6,90,5,57,3
Player 8263,19,13,184,1,68,4
Player 110,10,0,5,5,17,0
Player 5137,14,1,83,2,30,3
Player 3139,5,13,175,1,97,3
Player 7975,19,14,142,5,33,1
Player 7038,6,0,145,4,61,4
Player 5235,1,10,121,3,98,4
Player 4994,5,12,120,4,59,0
Player 4995,3,16,9,3,15,2
Player 9699,18,3,37,1,59,2
Player 4534,14,23,76,3,98,2
Player 8664,11,10,183,3,81,2
Player 1736,5,18,129,4,14,4
Player 8346,12,5,141,1,91,2
Player 9815,22,2,198,0,56,1
Player 4948,1,14,24,4,73,2
Player 723,22,14,31,2,89,2
Player 8969,23,12,27,3,81,3
Player 7067,3,3,95,5,97,1
Player 919,8,19,165,3,52,2
Player 7346,16,5,103,0,52,3
Player 9603,20,13,73,4,46,2
Player 6463,6,7,163,3,48,2
Player 8462,17,13,27,2,79,4
Player 8269,19,9,156,0,55,4
Player 4807,17,8,115,4,32,2
Player 9860,0,18,3,3,68,0
Player 5167,18,9,127,4,4,3
Player 5978,13,2,107,0,62,3
Player 821,8,0,52,3,66,2
Player 6021,11,9,51,5,90,4
Player 4553,22,20,199,2,47,1
Player 4891,1,12,153,1,55,2
Player 6431,6,12,13,3,47,1
Player 7406,18,5,198,2,49,0
Player 498,24,3,67,2,35,4
Player 8004,18,0,46,1,26,3
Player 5254,19,18,18,0,100,0
Player 3753,4,6,87,0,69,0
Player 9204,20,10,87,0,69,1
Player 5255,6,20,163,5,49,4
Player 2670,17,2,163,3,94,4
Player 7871,22,18,106,0,70,4
Player 8979,17,11,104,0,95,3
Player 2291,15,18,183,4,3,3
Player 8109,11,22,75,5,69,0
Player 8883,0,23,35,4,80,2
Player 1418,23,0,161,4,43,4
Player 7478,3,23,86,1,0,1
Player 4294,0,6,192,4,84,3
Player 3467,20,13,30,3,89,0
Player 2413,21,24,174,0,38,1
Player 6374,17,1,130,3,16,1
Player 7064,11,5,41,4,77,3
Player 4163,13,7,59,1,80,0
Player 3474,2,7,43,3,21,2
Player 7219,9,12,174,5,49,4
Player 4227,9,6,76,3,85,4
Player 1383,5,20,125,1,37,2
Player 2068,7,18,31,1,61,1
Player 3643,6,2,176,4,25,4
Player 7494,15,16,154,4,54,3
Player 2795,23,12,72,3,13,2
Player 5058,1,8,58,0,31,4
Player 7826,2,7,133,5,67,4
Player 1041,11,2,161,4,45,0
Player 5882,0,17,23,2,30,2
Player 1865,22,23,127,0,56,4
Player 1103,3,19,147,5,87,1
Player 3654,17,20,181,0,94,3
Player 173,2,0,164,1,3,4
Player 9419,6,15,51,3,63,3
Player 731,2,19,192,5,39,2
Player 1253,8,3,164,0,82,4
Player 5709,3,14,10,0,49,4
Player 4970,6,6,176,0,61,2
Player 3477,17,12,6,3,98,0
Player 3655,7,9,13,5,33,3
Player 2288,4,3,45,4,40,4
Player 3064,6,20,90,1,41,1
Player 1419,18,18,188,4,0,0
Player 6128,10,15,53,0,20,2
Player 4154,7,19,83,3,40,3
Player 5302,19,18,183,2,52,0
Player 4727,5,11,84,5,78,4
