ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level
Player 950,12,4,171,2,15
Player 456,10,20,152,3,9
Player 596,22,4,6,3,13
Player 920,19,9,12,0,3
Player 408,16,19,114,3,0
Player 17,3,5,153,3,23
Player 141,20,6,192,4,58
Player 195,14,17,95,1,19
Player 725,15,3,189,4,100
Player 721,5,24,51,1,25
Player 844,6,3,86,4,91
Player 384,17,9,45,1,45
Player 820,6,13,40,2,77
Player 630,17,8,153,2,98
Player 387,14,4,46,4,59
Player 465,8,16,141,2,95
Player 14,21,3,33,3,96
Player 853,17,11,59,1,52
Player 856,8,2,53,4,65
Player 279,4,19,109,0,47
Player 26,16,9,33,2,40
Player 896,20,5,147,2,44
Player 640,24,7,125,4,77
Player 895,20,11,198,2,32
Player 313,19,21,16,3,9
Player 238,23,5,196,2,84
Player 872,1,20,4,0,94
Player 627,16,7,196,4,71
Player 795,23,17,23,5,6
Player 337,24,11,140,3,20
Player 107,21,8,101,3,55
Player 939,7,23,67,5,42
Player 757,1,18,4,5,33
Player 835,0,11,107,4,33
Player 199,18,17,191,3,35
Player 240,13,4,153,1,8
Player 479,14,4,112,2,35
Player 861,17,10,63,1,7
Player 53,16,1,50,4,31
Player 644,20,19,55,2,64
Player 427,11,0,58,0,91
Player 383,13,0,37,0,2
Player 927,16,10,110,1,42
Player 814,13,2,146,1,49
Player 160,11,14,130,2,74
Player 461,1,22,20,2,34
Player 283,21,4,147,0,6
Player 979,4,16,35,5,28
Player 555,11,5,114,2,72
Player 143,13,22,22,4,48
Player 486,1,4,1,0,14
Player 546,19,1,52,4,41
Player 43,13,19,119,0,49
Player 563,18,5,190,1,67
Player 57,20,24,171,5,25
Player 481,2,21,95,5,26
Player 472,5,9,90,1,25
Player 8,24,24,56,3,100
Player 251,0,7,50,5,51
Player 170,4,23,104,4,51
Player 303,10,14,8,3,17
Player 828,24,1,160,1,37
Player 105,12,16,137,4,98
Player 453,13,7,126,5,42
Player 961,24,13,186,1,67
Player 453,13,7,126,5,42
Player 154,23,12,0,2,83
Player 658,10,15,127,0,11
Player 248,18,11,21,4,60
Player 123,11,6,46,1,2
Player 344,12,21,142,3,91
Player 652,21,22,90,3,71
Player 112,7,2,82,1,37
Player 454,5,0,7,5,29
Player 84,11,13,2,3,6
Player 498,19,1,188,4,0
Player 355,1,5,176,0,85
Player 180,15,9,182,2,100
Player 187,20,12,45,1,25
Player 113,2,0,128,3,17
Player 228,19,4,32,3,56
Player 643,10,15,72,4,8
Player 668,5,24,35,1,46
Player 55,23,22,149,2,35
Player 484,2,1,66,0,55
Player 208,3,22,32,0,96
Player 359,3,15,147,2,38
Player 296,22,21,83,0,48
Player 587,18,22,27,1,11
Player 576,14,22,198,1,22
Player 988,18,8,12,2,95
Player 298,8,20,178,3,63
Player 721,5,24,51,1,25
Player 661,18,23,190,0,88
Player 577,2,18,45,5,25
Player 290,12,22,154,3,96
Player 641,16,16,195,1,32
Player 284,10,2,124,3,100
Player 886,21,3,70,0,96
Player 800,13,10,82,2,45
Player 788,24,13,11,2,24
Player 825,6,16,19,2,38
Player 345,10,4,84,0,80
Player 89,0,12,90,4,11
Player 818,22,10,107,2,43
Player 137,12,3,9,5,3
Player 950,12,4,171,2,15
Player 445,4,8,181,3,59
Player 842,1,11,172,0,70
Player 95,8,12,169,1,76
Player 233,3,14,101,2,69
Player 394,24,12,57,2,32
Player 676,12,12,37,4,90
Player 881,5,2,44,2,43
Player 54,6,2,141,4,41
Player 576,14,22,198,1,22
Player 927,16,10,110,1,42
Player 656,19,2,4,0,21
Player 954,11,17,15,0,41
Player 56,3,0,157,2,87
Player 92,21,0,65,3,89
Player 716,20,23,184,0,10
Player 481,2,21,95,5,26
Player 469,22,14,148,1,13
Player 604,8,19,136,3,36
Player 175,10,8,196,3,43
Player 724,20,15,88,5,31
Player 557,18,9,42,0,45
Player 713,23,5,47,5,53
Player 621,1,21,71,0,78
Player 179,14,11,88,4,33
Player 249,20,22,10,4,31
Player 414,22,0,184,4,84
Player 310,17,7,133,4,28
Player 510,15,13,190,0,1
Player 967,24,13,111,4,86
Player 787,15,1,154,4,61
Player 414,22,0,184,4,84
Player 53,16,1,50,4,31
Player 867,2,14,81,5,53
Player 792,9,16,140,2,30
Player 101,4,5,168,5,22
Player 1000,6,23,35,1,100
Player 473,9,16,137,1,93
Player 767,7,14,52,1,47
Player 862,9,10,168,5,9
Player 99,0,15,199,3,5
Player 154,23,12,0,2,83
Player 640,24,7,125,4,77
Player 619,8,6,17,4,8
Player 453,13,7,126,5,42
Player 264,10,4,70,2,16
Player 567,21,12,38,0,96
Player 720,14,0,93,2,39
Player 535,5,15,75,1,56
Player 384,17,9,45,1,45
Player 758,10,16,51,3,90
Player 806,5,11,175,2,50
Player 685,0,18,31,2,86
Player 544,2,2,12,5,64
Player 219,17,10,97,1,38
Player 796,7,11,39,1,22
Player 594,11,5,99,1,85
Player 337,24,11,140,3,20
Player 969,14,9,62,5,99
Player 6,21,18,70,1,83
Player 778,22,0,22,2,86
Player 864,6,5,101,0,95
Player 22,4,5,113,2,37
Player 584,2,21,59,5,28
Player 833,11,21,41,0,97
Player 125,22,9,173,0,42
Player 617,3,0,134,3,48
Player 703,13,14,101,2,23
Player 238,23,5,196,2,84
Player 85,9,18,109,3,81
Player 967,24,13,111,4,86
Player 505,21,9,102,3,23
Player 776,12,1,42,2,80
Player 571,3,23,146,3,85
Player 26,16,9,33,2,40
Player 914,2,15,133,1,13
Player 975,17,22,2,2,6
Player 325,21,5,77,5,42
Player 314,5,20,40,5,81
Player 260,16,2,154,0,80
Player 630,17,8,153,2,98
Player 129,9,23,15,4,18
Player 78,6,16,158,5,7
Player 396,6,15,44,5,4
Player 443,11,13,120,1,26
Player 62,10,7,68,4,51
Player 230,13,4,68,3,82
Player 605,19,24,71,1,9
Player 832,15,12,150,5,81
Player 988,18,8,12,2,95
Player 821,19,22,26,4,96
Player 512,15,12,41,2,84
Player 514,6,17,64,3,28
Player 559,11,23,105,4,79
Player 319,6,9,93,5,23
Player 340,4,3,38,0,62
Player 513,13,16,189,3,59
Player 319,6,9,93,5,23
Player 559,11,23,105,4,79
Player 44,17,23,94,5,45
Player 696,22,5,82,1,43
Player 151,2,22,105,2,36
Player 386,23,11,48,0,57
Player 27,7,24,127,5,67
Player 719,15,5,74,5,30
Player 645,8,24,28,5,91
Player 30,23,12,188,5,13
Player 363,4,8,54,3,94
Player 25,15,8,176,2,8
Player 649,19,18,138,0,13
Player 803,12,5,25,3,16
Player 310,17,7,133,4,28
Player 54,6,2,141,4,41
Player 890,1,20,31,3,46
Player 552,12,6,108,0,92
Player 922,10,8,90,3,36
Player 825,6,16,19,2,38
Player 570,13,12,82,0,41
Player 131,23,12,157,0,66
Player 881,5,2,44,2,43
Player 714,2,1,66,0,63
Player 762,1,4,22,4,72
Player 146,3,15,55,5,60
Player 475,2,11,29,1,28
Player 654,13,7,134,3,78
Player 655,3,17,118,3,4
Player 88,6,23,135,0,36
Player 335,22,23,148,4,78
Player 935,14,22,2,0,67
Player 134,20,0,71,4,88
Player 800,13,10,82,2,45
Player 111,2,2,136,1,35
Player 994,8,7,0,3,40
Player 431,3,8,115,1,5
Player 498,19,1,188,4,0
Player 204,13,9,30,4,58
Player 293,8,9,38,4,19
Player 770,8,13,81,5,90
Player 900,8,17,95,0,10
Player 961,24,13,186,1,67
Player 86,20,23,20,4,57
Player 820,6,13,40,2,77
Player 580,16,24,73,5,58
Player 538,3,18,152,5,51
Player 50,1,8,30,1,86
Player 836,12,15,171,0,66
Player 674,2,7,144,1,76
Player 323,17,14,83,5,12
Player 331,24,7,182,5,16
Player 695,13,21,62,0,27
Player 542,3,12,32,0,72
Player 669,12,13,199,2,96
Player 84,11,13,2,3,6
Player 760,15,20,155,5,69
Player 676,12,12,37,4,90
Player 439,22,4,70,3,41
Player 306,8,2,115,0,49
Player 831,4,18,26,0,29
Player 901,20,14,19,3,7
Player 376,3,12,21,2,19
Player 626,10,4,191,0,88
Player 69,3,8,126,5,4
Player 89,0,12,90,4,11
Player 697,13,24,167,1,5
Player 360,19,18,54,0,21
Player 65,20,7,104,2,79
Player 971,16,13,55,1,90
Player 456,10,20,152,3,9
Player 22,4,5,113,2,37
Player 983,3,20,185,0,35
Player 997,11,22,35,0,87
Player 538,3,18,152,5,51
Player 226,7,22,115,3,29
Player 132,13,10,113,3,75
Player 43,13,19,119,0,49
Player 329,12,2,113,3,23
Player 423,14,3,117,2,71
Player 42,0,4,113,3,81
Player 22,4,5,113,2,37
Player 333,15,5,194,0,57
Player 175,10,8,196,3,43
Player 817,23,15,190,4,22
Player 143,13,22,22,4,48
Player 311,23,0,34,0,67
Player 546,19,1,52,4,41
Player 145,5,1,28,4,15
Player 940,24,9,82,4,53
Player 285,14,11,62,1,100
Player 312,7,16,173,0,40
Player 548,15,14,184,1,65
Player 831,4,18,26,0,29
Player 990,8,2,167,0,84
Player 863,12,22,196,0,49
Player 829,15,2,42,5,26
Player 519,15,12,120,5,13
Player 225,8,14,33,2,18
Player 569,20,13,145,0,98
Player 254,20,24,198,2,32
Player 142,19,2,78,5,44
Player 695,13,21,62,0,27
Player 653,0,21,16,0,32
Player 936,22,11,17,5,89
Player 445,4,8,181,3,59
Player 225,8,14,33,2,18
Player 266,4,8,91,2,27
Player 898,17,21,176,4,51
Player 27,7,24,127,5,67
Player 771,23,9,108,0,6
Player 517,16,5,3,5,21
Player 675,21,1,187,2,84
Player 785,24,13,159,2,39
Player 524,11,19,12,2,9
Player 766,16,6,190,4,100
Player 769,16,8,96,0,8
Player 752,20,4,114,5,68
Player 124,24,14,42,3,1
Player 456,10,20,152,3,9
Player 857,1,24,7,2,70
Player 280,17,1,149,2,91
Player 420,12,7,132,0,33
Player 945,13,24,110,5,26
Player 693,8,12,114,0,72
Player 906,5,11,159,1,96
Player 473,9,16,137,1,93
Player 539,21,11,147,2,32
Player 705,15,19,101,2,69
Player 643,10,15,72,4,8
Player 92,21,0,65,3,89
Player 980,1,18,4,2,25
Player 200,1,13,185,2,68
Player 885,22,10,156,1,52
Player 109,15,9,132,1,15
Player 521,8,13,60,0,24
Player 205,20,17,67,5,6
Player 453,13,7,126,5,42
Player 869,0,1,40,3,15
Player 992,21,13,101,1,25
Player 64,24,21,93,0,71
Player 842,1,11,172,0,70
Player 333,15,5,194,0,57
Player 418,23,10,67,0,90
Player 820,6,13,40,2,77
Player 88,6,23,135,0,36
Player 928,6,13,109,5,84
Player 967,24,13,111,4,86
Player 750,16,15,67,2,69
Player 329,12,2,113,3,23
Player 833,11,21,41,0,97
Player 698,15,21,45,0,73
Player 962,24,13,91,3,59
Player 398,8,18,7,2,52
Player 549,20,23,171,0,79
Player 990,8,2,167,0,84
Player 244,2,6,113,1,46
Player 713,23,5,47,5,53
Player 869,0,1,40,3,15
Player 599,15,24,52,0,43
Player 508,0,15,197,5,23
Player 796,7,11,39,1,22
Player 217,21,23,110,1,61
Player 834,8,16,158,0,52
Player 150,4,11,50,5,51
Player 744,13,6,76,3,31
Player 824,0,2,36,5,81
Player 232,8,16,175,2,0
Player 884,6,20,157,0,58
Player 400,9,10,31,0,1
Player 746,13,21,196,0,69
Player 612,20,12,108,1,15
Player 401,19,3,2,1,20
Player 68,3,18,19,2,68
Player 857,1,24,7,2,70
Player 937,10,5,56,1,31
Player 788,24,13,11,2,24
Player 548,15,14,184,1,65
Player 428,0,9,5,3,52
Player 805,10,22,122,2,12
Player 95,8,12,169,1,76
Player 467,21,2,174,4,81
Player 202,4,15,184,4,55
Player 273,23,19,10,0,49
Player 235,21,10,42,1,6
Player 880,6,13,0,4,65
Player 780,2,10,113,5,4
Player 432,15,6,70,2,47
Player 785,24,13,159,2,39
Player 681,19,13,137,4,1
Player 957,14,3,5,4,99
Player 902,10,12,150,0,7
Player 991,11,5,97,3,10
Player 131,23,12,157,0,66
Player 708,22,10,60,0,56
Player 8,24,24,56,3,100
Player 529,11,2,70,3,35
Player 913,13,8,177,5,58
Player 132,13,10,113,3,75
Player 299,2,16,35,0,72
Player 733,3,0,59,5,90
Player 726,18,12,145,2,43
Player 380,12,6,73,3,66
Player 979,4,16,35,5,28
Player 824,0,2,36,5,81
Player 724,20,15,88,5,31
Player 707,18,9,103,3,24
Player 731,18,2,4,3,40
Player 870,23,5,79,4,68
Player 58,13,7,182,4,62
Player 891,13,18,89,3,64
Player 662,17,0,144,4,13
Player 584,2,21,59,5,28
Player 995,18,15,97,3,30
Player 601,2,22,74,4,15
Player 635,11,6,149,4,13
Player 350,14,6,156,1,22
Player 378,5,22,16,4,35
Player 864,6,5,101,0,95
Player 845,13,11,111,0,53
Player 55,23,22,149,2,35
Player 435,15,18,21,4,29
Player 338,14,9,127,1,16
Player 349,20,23,177,2,93
Player 392,17,19,167,2,84
Player 285,14,11,62,1,100
Player 643,10,15,72,4,8
Player 467,21,2,174,4,81
Player 398,8,18,7,2,52
Player 964,21,23,142,2,92
Player 495,16,24,195,0,30
Player 505,21,9,102,3,23
Player 594,11,5,99,1,85
Player 720,14,0,93,2,39
Player 67,20,0,138,4,9
Player 409,15,17,1,5,52
Player 786,24,23,179,4,0
Player 393,3,21,71,0,33
Player 754,19,12,30,4,8
Player 915,22,19,148,4,67
Player 168,2,24,161,2,25
Player 47,22,15,24,4,93
Player 552,12,6,108,0,92
Player 321,15,15,8,5,77
Player 33,3,16,130,2,82
Player 957,14,3,5,4,99
Player 364,21,18,114,5,96
Player 987,9,4,112,5,3
Player 55,23,22,149,2,35
Player 901,20,14,19,3,7
Player 633,2,9,17,4,12
Player 200,1,13,185,2,68
Player 248,18,11,21,4,60
Player 709,5,7,158,4,45
Player 65,20,7,104,2,79
Player 643,10,15,72,4,8
Player 593,24,5,22,5,23
Player 277,8,11,125,1,75
Player 519,15,12,120,5,13
Player 117,10,13,12,3,60
Player 525,18,19,65,1,60
Player 805,10,22,122,2,12
Player 337,24,11,140,3,20
Player 616,24,1,96,0,5
Player 677,12,3,11,2,75
Player 359,3,15,147,2,38
Player 838,20,6,139,3,38
Player 406,0,15,32,0,48
Player 965,10,16,174,5,42
Player 843,11,1,168,3,21
Player 42,0,4,113,3,81
Player 123,11,6,46,1,2
Player 842,1,11,172,0,70
Player 292,20,19,32,4,9
Player 750,16,15,67,2,69
Player 62,10,7,68,4,51
Player 727,5,18,3,3,98
Player 199,18,17,191,3,35
Player 402,10,21,58,1,10
Player 944,6,0,193,4,67
Player 509,7,3,4,5,52
Player 305,10,18,85,1,52
Player 814,13,2,146,1,49
Player 8,24,24,56,3,100
Player 755,1,0,161,5,4
Player 813,15,22,148,1,64
Player 621,1,21,71,0,78
Player 471,24,20,5,0,86
Player 312,7,16,173,0,40
Player 397,3,0,94,4,71
Player 857,1,24,7,2,70
Player 44,17,23,94,5,45
Player 324,8,4,123,5,65
Player 80,0,9,39,4,89
Player 316,6,7,156,2,59
Player 737,0,5,58,0,54
Player 505,21,9,102,3,23
Player 73,13,17,36,3,45
Player 602,18,9,117,2,0
Player 961,24,13,186,1,67
Player 615,12,22,57,1,24
Player 712,6,16,18,2,64
Player 562,18,1,4,4,52
Player 639,24,15,131,5,41
Player 528,24,16,65,4,33
Player 704,0,23,25,3,12
Player 135,14,15,187,5,96
Player 779,9,13,196,3,39
Player 558,24,7,27,0,23
Player 281,13,7,65,1,23
Player 742,4,22,107,4,0
Player 549,20,23,171,0,79
Player 128,7,19,30,0,24
Player 193,18,8,47,3,11
Player 960,12,7,3,3,38
Player 953,21,7,71,1,89
Player 141,20,6,192,4,58
Player 544,2,2,12,5,64
Player 844,6,3,86,4,91
Player 665,13,6,169,5,69
Player 148,2,16,35,5,32
Player 995,18,15,97,3,30
Player 847,4,13,126,5,43
Player 88,6,23,135,0,36
Player 36,9,16,25,2,10
Player 601,2,22,74,4,15
Player 801,17,14,187,4,96
Player 937,10,5,56,1,31
Player 111,2,2,136,1,35
Player 363,4,8,54,3,94
Player 895,20,11,198,2,32
Player 610,11,11,100,1,59
Player 9,6,3,198,3,42
Player 287,21,21,102,0,12
Player 287,21,21,102,0,12
Player 15,1,15,99,3,58
Player 559,11,23,105,4,79
Player 510,15,13,190,0,1
Player 432,15,6,70,2,47
Player 814,13,2,146,1,49
Player 694,13,16,139,1,75
Player 801,17,14,187,4,96
Player 456,10,20,152,3,9
Player 605,19,24,71,1,9
Player 620,17,8,17,5,38
Player 669,12,13,199,2,96
Player 523,11,21,190,2,20
Player 453,13,7,126,5,42
Player 70,12,19,176,1,3
Player 216,12,4,188,4,20
Player 395,8,19,60,5,13
Player 528,24,16,65,4,33
Player 294,10,1,74,3,6
Player 785,24,13,159,2,39
Player 18,10,6,127,4,23
Player 141,20,6,192,4,58
Player 9,6,3,198,3,42
Player 600,5,13,53,4,65
Player 684,8,22,5,4,95
Player 779,9,13,196,3,39
Player 640,24,7,125,4,77
Player 715,24,6,113,1,48
Player 560,21,14,85,1,51
Player 917,5,20,68,1,46
Player 701,21,22,105,3,1
Player 344,12,21,142,3,91
Player 282,18,21,77,4,12
Player 392,17,19,167,2,84
Player 539,21,11,147,2,32
Player 653,0,21,16,0,32
Player 741,3,8,97,5,88
Player 987,9,4,112,5,3
Player 276,11,21,143,4,85
Player 920,19,9,12,0,3
Player 302,3,12,15,2,54
Player 670,8,2,183,1,73
Player 172,6,5,81,1,59
Player 131,23,12,157,0,66
Player 553,6,22,13,5,52
Player 430,7,5,159,2,66
Player 906,5,11,159,1,96
Player 990,8,2,167,0,84
Player 750,16,15,67,2,69
Player 224,22,20,131,1,76
Player 859,1,2,63,4,98
Player 635,11,6,149,4,13
Player 719,15,5,74,5,30
Player 280,17,1,149,2,91
Player 907,15,23,147,3,9
Player 735,17,12,163,2,94
Player 49,23,9,9,1,67
Player 129,9,23,15,4,18
Player 279,4,19,109,0,47
Player 635,11,6,149,4,13
Player 427,11,0,58,0,91
Player 731,18,2,4,3,40
Player 40,20,17,175,2,31
Player 736,8,12,85,2,14
Player 596,22,4,6,3,13
Player 180,15,9,182,2,100
Player 412,12,7,127,1,62
Player 646,10,19,160,1,87
Player 511,14,4,150,4,35
Player 363,4,8,54,3,94
Player 473,9,16,137,1,93
Player 948,1,2,98,5,38
Player 328,19,11,22,3,45
Player 240,13,4,153,1,8
Player 775,0,13,1,4,51
Player 696,22,5,82,1,43
Player 794,12,13,50,3,21
Player 322,14,1,70,0,16
Player 588,22,4,143,1,84
Player 992,21,13,101,1,25
Player 64,24,21,93,0,71
Player 105,12,16,137,4,98
Player 94,4,12,24,4,56
Player 791,17,17,183,2,65
Player 647,20,2,131,1,45
Player 410,21,23,84,5,58
Player 484,2,1,66,0,55
Player 964,21,23,142,2,92
Player 606,11,13,182,4,98
Player 318,20,0,69,4,31
Player 242,14,2,69,5,5
Player 944,6,0,193,4,67
Player 599,15,24,52,0,43
Player 142,19,2,78,5,44
Player 120,24,15,197,0,7
Player 108,22,0,17,5,81
Player 706,3,12,78,4,31
Player 359,3,15,147,2,38
Player 992,21,13,101,1,25
Player 740,21,4,171,1,49
Player 654,13,7,134,3,78
Player 533,19,10,57,3,61
Player 406,0,15,32,0,48
Player 315,24,8,117,5,44
Player 838,20,6,139,3,38
Player 130,23,17,187,2,78
Player 516,2,1,62,5,75
Player 876,1,18,199,2,70
Player 316,6,7,156,2,59
Player 763,2,24,28,5,100
Player 629,24,4,136,1,50
Player 392,17,19,167,2,84
Player 64,24,21,93,0,71
Player 393,3,21,71,0,33
Player 28,9,22,50,3,16
Player 158,11,23,164,1,8
Player 715,24,6,113,1,48
Player 389,8,6,108,5,99
Player 82,10,19,18,0,39
Player 925,10,16,72,5,9
Player 365,10,18,188,3,87
Player 940,24,9,82,4,53
Player 825,6,16,19,2,38
Player 937,10,5,56,1,31
Player 591,8,23,173,5,37
Player 830,1,3,77,4,10
Player 559,11,23,105,4,79
Player 514,6,17,64,3,28
Player 658,10,15,127,0,11
Player 129,9,23,15,4,18
Player 339,13,4,48,3,85
Player 5,22,0,86,1,32
Player 381,18,23,128,1,5
Player 383,13,0,37,0,2
Player 276,11,21,143,4,85
Player 130,23,17,187,2,78
Player 813,15,22,148,1,64
Player 52,9,0,148,3,28
Player 536,7,21,137,1,29
Player 732,3,11,113,3,58
Player 397,3,0,94,4,71
Player 405,1,2,143,1,12
Player 924,22,2,17,1,100
Player 135,14,15,187,5,96
Player 6,21,18,70,1,83
Player 130,23,17,187,2,78
Player 133,11,18,29,4,76
Player 338,14,9,127,1,16
Player 29,18,4,132,4,47
Player 161,7,13,152,4,19
Player 552,12,6,108,0,92
Player 591,8,23,173,5,37
Player 876,1,18,199,2,70
Player 541,0,3,135,5,48
Player 924,22,2,17,1,100
Player 544,2,2,12,5,64
Player 271,8,8,51,4,80
Player 283,21,4,147,0,6
Player 986,0,8,57,2,9
Player 156,23,3,69,2,1
Player 203,6,16,170,2,85
Player 11,14,2,7,2,85
Player 70,12,19,176,1,3
Player 215,13,8,182,5,76
Player 147,1,4,65,3,77
Player 375,1,18,26,1,9
Player 889,20,10,62,1,51
Player 15,1,15,99,3,58
Player 687,22,4,170,2,56
Player 986,0,8,57,2,9
Player 202,4,15,184,4,55
Player 280,17,1,149,2,91
Player 189,21,8,91,5,42
Player 406,0,15,32,0,48
Player 355,1,5,176,0,85
Player 841,4,19,76,0,54
Player 27,7,24,127,5,67
Player 738,0,0,52,1,19
Player 525,18,19,65,1,60
Player 620,17,8,17,5,38
Player 24,20,18,93,3,89
Player 324,8,4,123,5,65
Player 37,22,6,128,3,43
Player 503,10,19,92,0,6
Player 319,6,9,93,5,23
Player 679,14,10,52,2,34
Player 733,3,0,59,5,90
Player 418,23,10,67,0,90
Player 32,18,18,101,2,38
Player 156,23,3,69,2,1
Player 930,13,10,72,5,7
Player 78,6,16,158,5,7
Player 797,9,8,102,3,28
Player 85,9,18,109,3,81
Player 727,5,18,3,3,98
Player 373,6,2,50,1,11
Player 943,24,18,66,2,50
Player 222,8,21,43,2,43
Player 463,8,19,99,4,30
Player 109,15,9,132,1,15
Player 40,20,17,175,2,31
Player 568,24,12,185,1,81
Player 249,20,22,10,4,31
Player 389,8,6,108,5,99
Player 960,12,7,3,3,38
Player 2,13,14,67,0,34
Player 856,8,2,53,4,65
Player 665,13,6,169,5,69
Player 556,12,6,30,0,38
Player 938,11,4,142,3,97
Player 865,6,20,22,1,58
Player 753,24,15,84,3,83
Player 169,17,10,112,2,10
Player 379,13,8,161,4,26
Player 505,21,9,102,3,23
Player 644,20,19,55,2,64
Player 61,24,22,17,4,26
Player 486,1,4,1,0,14
Player 819,21,23,176,1,17
Player 833,11,21,41,0,97
Player 196,6,13,168,5,56
Player 593,24,5,22,5,23
Player 839,11,22,152,1,9
Player 297,8,18,133,5,30
Player 266,4,8,91,2,27
Player 728,8,22,191,4,68
Player 311,23,0,34,0,67
Player 431,3,8,115,1,5
Player 409,15,17,1,5,52
Player 693,8,12,114,0,72
Player 792,9,16,140,2,30
Player 807,24,12,13,4,7
Player 685,0,18,31,2,86
Player 528,24,16,65,4,33
Player 666,17,16,9,1,4
Player 289,20,15,76,0,80
Player 535,5,15,75,1,56
Player 326,11,16,70,2,26
Player 794,12,13,50,3,21
Player 524,11,19,12,2,9
Player 542,3,12,32,0,72
Player 567,21,12,38,0,96
Player 847,4,13,126,5,43
Player 831,4,18,26,0,29
Player 520,2,10,29,4,84
Player 327,11,8,13,1,92
Player 640,24,7,125,4,77
Player 768,19,1,89,4,9
Player 417,19,20,117,3,85
Player 238,23,5,196,2,84
Player 898,17,21,176,4,51
Player 940,24,9,82,4,53
Player 393,3,21,71,0,33
Player 717,18,19,83,1,21
Player 570,13,12,82,0,41
Player 473,9,16,137,1,93
Player 413,2,7,90,4,14
Player 665,13,6,169,5,69
Player 916,20,19,109,0,63
Player 58,13,7,182,4,62
Player 710,21,8,70,5,96
Player 758,10,16,51,3,90
Player 689,16,18,115,5,54
Player 114,12,9,81,4,90
Player 782,3,24,104,0,43
Player 244,2,6,113,1,46
Player 543,19,2,83,2,98
Player 232,8,16,175,2,0
Player 554,6,0,97,4,32
Player 916,20,19,109,0,63
Player 558,24,7,27,0,23
Player 547,0,17,197,0,99
Player 446,20,11,190,2,69
Player 84,11,13,2,3,6
Player 532,21,19,5,0,98
Player 115,14,13,56,3,65
Player 62,10,7,68,4,51
Player 137,12,3,9,5,3
Player 57,20,24,171,5,25
Player 288,13,11,110,0,85
Player 204,13,9,30,4,58
Player 827,23,7,79,5,62
Player 603,11,0,44,0,12
Player 762,1,4,22,4,72
Player 866,18,24,34,2,86
Player 380,12,6,73,3,66
Player 977,7,16,127,4,24
Player 725,15,3,189,4,100
Player 501,18,3,120,0,64
Player 404,20,9,196,3,94
Player 317,14,11,38,4,52
Player 913,13,8,177,5,58
Player 826,9,16,1,2,5
Player 642,12,14,96,0,24
Player 813,15,22,148,1,64
Player 700,9,18,84,1,52
Player 541,0,3,135,5,48
Player 557,18,9,42,0,45
Player 949,19,0,62,2,76
Player 922,10,8,90,3,36
Player 720,14,0,93,2,39
Player 198,4,4,41,3,18
Player 292,20,19,32,4,9
Player 782,3,24,104,0,43
Player 134,20,0,71,4,88
Player 315,24,8,117,5,44
Player 829,15,2,42,5,26
Player 805,10,22,122,2,12
Player 820,6,13,40,2,77
Player 835,0,11,107,4,33
Player 585,14,16,103,3,23
Player 279,4,19,109,0,47
Player 285,14,11,62,1,100
Player 421,0,12,2,5,30
Player 943,24,18,66,2,50
Player 995,18,15,97,3,30
Player 321,15,15,8,5,77
Player 993,14,8,156,5,65
Player 993,14,8,156,5,65
Player 858,24,23,7,3,51
Player 764,24,15,164,1,44
Player 149,15,1,126,0,94
Player 227,22,4,181,0,66
Player 614,10,6,170,1,39
Player 316,6,7,156,2,59
Player 421,0,12,2,5,30
Player 806,5,11,175,2,50
Player 127,3,11,151,4,60
Player 663,23,20,57,1,60
Player 300,4,20,77,3,71
Player 429,18,4,171,3,14
Player 411,23,12,105,5,88
Player 259,16,21,97,1,86
Player 216,12,4,188,4,20
Player 261,6,8,53,1,3
Player 313,19,21,16,3,9
Player 565,19,14,119,1,1
Player 815,10,9,155,2,55
Player 869,0,1,40,3,15
Player 127,3,11,151,4,60
Player 827,23,7,79,5,62
Player 853,17,11,59,1,52
Player 583,8,12,142,2,56
Player 73,13,17,36,3,45
Player 912,23,10,29,0,75
Player 546,19,1,52,4,41
Player 482,17,5,35,5,86
Player 369,7,13,132,0,59
Player 717,18,19,83,1,21
Player 120,24,15,197,0,7
Player 65,20,7,104,2,79
Player 94,4,12,24,4,56
Player 246,16,10,127,0,36
Player 868,14,17,81,5,43
Player 757,1,18,4,5,33
Player 992,21,13,101,1,25
Player 941,19,9,48,0,97
Player 132,13,10,113,3,75
Player 333,15,5,194,0,57
Player 191,13,20,199,4,62
Player 556,12,6,30,0,38
Player 979,4,16,35,5,28
Player 321,15,15,8,5,77
Player 650,11,7,195,0,41
Player 358,19,20,101,3,96
Player 889,20,10,62,1,51
Player 96,4,9,191,0,84
Player 648,19,12,65,3,19
Player 38,10,19,140,4,26
Player 185,4,15,28,0,10
Player 164,19,24,42,3,77
Player 628,10,5,20,4,11
Player 411,23,12,105,5,88
Player 559,11,23,105,4,79
Player 877,22,20,72,2,72
Player 346,0,23,102,1,49
Player 601,2,22,74,4,15
Player 342,9,15,187,2,13
Player 745,16,20,64,5,21
Player 791,17,17,183,2,65
Player 697,13,24,167,1,5
Player 254,20,24,198,2,32
Player 166,13,17,110,3,25
Player 218,23,9,8,5,27
Player 402,10,21,58,1,10
Player 741,3,8,97,5,88
Player 551,17,18,121,3,100
Player 67,20,0,138,4,9
Player 803,12,5,25,3,16
Player 727,5,18,3,3,98
Player 777,11,16,184,4,91
Player 988,18,8,12,2,95
Player 844,6,3,86,4,91
Player 506,23,3,47,5,95
